path1,path2,path3,path4,word1,word2,word3,word4,delay,index,practiceTrial.thisRepN,practiceTrial.thisTrialN,practiceTrial.thisN,practiceTrial.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcomeScreen.started,text.started,textbox.started,text.stopped,welcomeScreen.stopped,start_resp.keys,start_resp.rt,start_resp.duration,practiceSesh.started,practiceText.started,key_resp.started,practiceSesh.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trialStart.started,text_3.started,text_4.started,trialStart.stopped,firstWord.started,firstW.started,polygon.started,firstW.stopped,polygon.stopped,firstWord.stopped,secondWord.started,secondW.started,secondW.stopped,polygon_2.started,polygon_2.stopped,secondWord.stopped,thirdWord.started,thirdW.started,thirdW.stopped,polygon_3.started,polygon_3.stopped,thirdWord.stopped,fourthWord.started,fourthW.started,sound_1.started,fourthW.stopped,fourthWord.stopped,response.started,text_6.started,key_resp_2.started,response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trialEnd.started,text_8.started,text_8.stopped,trialEnd.stopped,text_3.stopped,text_4.stopped,experimentStart.started,text_7.started,key_resp_3.started,experimentStart.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,EndScreen.started,text_5.started,text_5.stopped,EndScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.003226800006814301,0.031533800065517426,4.014900199952535,4.031524599995464,54.75660520000383,space,50.74006229999941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75663740001619,54.77186079998501,54.77186079998501,57.17313540005125,space,2.394573000026867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_12\card_en-IN-Standard-A.wav,audio\set_12\yard_en-IN-Standard-A.wav,audio\set_12\yards_en-IN-Standard-A.wav,audio\set_12\bard_en-IN-Standard-A.wav,card,yard,yards,bard,200,,0,0,0,0,,,,,57.19280640000943,,,,,,,,,,,,,,,,,57.180658400058746,57.19280640000943,57.19280640000943,60.1873902999796,60.1874202999752,60.20407800003886,62.18684320000466,62.20422850002069,62.68670620000921,62.67162290005945,62.67163800005801,62.68670620000921,64.6864730999805,64.6864730999805,65.18643860006705,65.17042019998189,65.17043920001015,65.18643860006705,67.18603019998409,67.18603019998409,67.6859095999971,67.67055300006177,67.67057119996753,67.6859095999971,0.21264509996399283,69.68575720000081,69.67054379999172,69.6705977000529,69.68575720000081,69.68575720000081,77.6184633000521,n,7.916438200045377,None,77.61902540002484,77.63382129999809,79.13368109997828,79.11765160004143,,,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_12\card_en-IN-Standard-X.wav,audio\set_12\yard_en-IN-Standard-X.wav,audio\set_12\yards_en-IN-Standard-X.wav,audio\set_12\bard_en-IN-Standard-X.wav,card,yard,yards,bard,900,,0,1,1,2,,,,,79.13368109997828,,,,,,,,,,,,,,,,,79.1179791999748,79.13368109997828,79.13368109997828,82.11711970006581,82.11713510006666,82.13318879995495,84.13362450001296,84.13362450001296,,84.63353960006498,84.63355400005821,84.64939899998717,86.64977799996268,86.63205110002309,87.13203290000092,87.1162258000113,87.11624200001825,87.13203290000092,89.1323190999683,89.1323190999683,89.63174930005334,89.6164703000104,89.6164866000181,89.63174930005334,0.9130671999882907,91.63117519998923,91.61551499995403,91.61553820001427,91.63117519998923,91.63117519998923,96.26481379999314,n,4.625491000013426,None,96.26509730005637,96.28042920003645,97.78007350000553,97.76414440001827,82.13318879995495,82.13318879995495,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_12\card_en-IN-Standard-C.wav,audio\set_12\yard_en-IN-Standard-C.wav,audio\set_12\yards_en-IN-Standard-C.wav,audio\set_12\bard_en-IN-Standard-C.wav,card,yard,yards,bard,600,,0,2,2,1,,,,,97.78007350000553,,,,,,,,,,,,,,,,,97.76441980001982,97.78007350000553,97.78007350000553,100.76347979996353,100.76349449995905,100.7795106000267,102.78005850000773,102.78005850000773,103.27889399998821,103.2640301999636,103.26406169997063,103.27889399998821,105.27856160001829,105.27856160001829,105.77857780002523,105.76349919999484,105.76351449999493,105.77857780002523,107.77902969997376,107.77902969997376,,108.27900650002994,108.27902070002165,108.29453099996317,0.6127842999994755,110.29422060004435,110.27827969996724,110.27830270002596,110.29422060004435,110.29422060004435,114.01124829996843,n,3.7082164000021294,None,114.011619900004,114.02680710004643,115.5971273999894,115.51059560000431,100.7795106000267,100.7795106000267,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5106761000352,115.5971273999894,117.52628680004273,121.56032699998468,space,4.031390400021337,None,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_5\bat_en-IN-Standard-A.wav,audio\set_5\rat_en-IN-Standard-A.wav,audio\set_5\sat_en-IN-Standard-A.wav,audio\set_5\vat_en-IN-Standard-A.wav,bat,rat,sat,vat,500,3,,,,,0,0,0,3,121.585056800046,,,,,,,,,,,,,,,,,121.57768420001958,121.585056800046,121.585056800046,124.5748652999755,124.57487909996416,124.59148790000472,126.57440340006724,126.59155989997089,127.07436369999778,127.05834390001837,127.05836659995839,127.07436369999778,129.07485199999064,129.07485199999064,,129.57456590002403,129.57458000001498,129.59050100005697,131.59095039998647,131.57353589998093,132.0848858000245,132.05825670005288,132.05827300006058,132.0848858000245,0.5129467999795452,134.08967440004926,134.07419950002804,134.07423240004573,134.08967440004926,134.08967440004926,140.47300560004078,y,6.374578300048597,None,140.47352989995852,140.4884437000146,141.98805260006338,141.97222350002266,,,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_8\vow_en-IN-Standard-C.wav,audio\set_3\stain_en-IN-Standard-C.wav,audio\set_9\box_en-IN-Standard-C.wav,audio\set_6\dee_en-IN-Standard-C.wav,vow,stain,box,dee,1000,7,,,,,0,1,1,15,141.98805260006338,,,,,,,,,,,,,,,,,141.97250649996568,141.98805260006338,141.98805260006338,144.97189809998963,144.97191469999962,144.9877294000471,146.98784079996403,146.98784079996403,147.4870043999981,147.4711599999573,147.47117619996425,147.4870043999981,149.48667080001906,149.48667080001906,149.98650500003714,149.97152839996852,149.97155270003714,149.98650500003714,151.98611329996493,151.98611329996493,152.50863279995974,152.47012179996818,152.4701385999797,152.50863279995974,1.012654299964197,154.51904909999575,154.503127999953,154.5031500000041,154.51904909999575,154.51904909999575,156.06976290000603,n,1.5345126999309286,None,156.07019750005566,156.08573150006123,157.58504340006039,157.56933570001274,144.9877294000471,144.9877294000471,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_10\guy_en-IN-Standard-X.wav,audio\set_10\fly_en-IN-Standard-X.wav,"audio\set_10
igh_en-IN-Standard-X.wav",audio\set_10\guy_en-IN-Standard-X.wav,guy,fly,nigh,guy,0,0,,,,,0,2,2,16,157.58504340006039,,,,,,,,,,,,,,,,,157.56962109997403,157.58504340006039,157.58504340006039,160.5684683000436,160.5684833000414,160.5844097000081,162.58406370005105,162.58406370005105,163.08399880002253,163.06874450005125,163.06876030005515,163.08399880002253,165.08427510003094,165.08427510003094,165.58349059999455,165.5680465999758,165.56806239997968,165.58349059999455,167.58395290002227,167.58395290002227,168.08793449995574,168.06718640006147,168.0672222999856,168.08793449995574,0.013062199926935136,170.09926829999313,170.083679900039,170.0837043999927,170.09926829999313,170.09926829999313,173.48329550004564,y,3.3826957000419497,None,173.48363200004678,173.49853109999094,174.99865480000153,174.98338740004692,160.5844097000081,160.5844097000081,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
audio\set_1\light_en-IN-Standard-C.wav,audio\set_1\might_en-IN-Standard-C.wav,audio\set_1\right_en-IN-Standard-C.wav,audio\set_1\fight_en-IN-Standard-C.wav,light,might,right,fight,200,1,,,,,0,3,3,9,174.99865480000153,,,,,,,,,,,,,,,,,174.98373690003064,174.99865480000153,174.99865480000153,177.98200439999346,177.982021600008,177.9976223000558,179.99744109995663,179.99744109995663,180.49750130006578,180.48217700002715,180.48219280003104,180.49750130006578,182.49693520006258,182.49693520006258,182.99690789997112,182.98169030004647,182.98170560004655,182.99690789997112,184.99642710003536,184.99642710003536,185.50028729997575,185.48040520003997,185.48042130004615,185.50028729997575,0.21349230001214892,187.51351840002462,187.49635260005016,187.4963773000054,187.51351840002462,187.51351840002462,189.19677909999155,y,1.673438800033182,None,189.19706160004716,189.2123768000165,190.71225620002951,190.69680599996354,177.9976223000558,177.9976223000558,,,,,,,,,,,,1,001,2023-11-28_23h17.24.636,pitch_toj,2023.2.3,59.897132662053274,2023-11-28 23h17.46.027381 +0530,
